reaction_id,reaction_equation,duplicate_test_exact,duplicate_test_directions,duplicate_test_coefficients,duplicate_test_redox,diphosphate_test,loop_test,dead_end_test,dilution_test,pathway,,,,,
PHEDCAtexi,phedca_e --> phedca_p,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PHEME2abcpp,atp_c + h2o_c + pheme_p --> adp_c + h_c + pheme_c + pi_c,ok,ok,PHEMEabcpp,N/A,N/A,ok,ok,ok,0,,,,,
PHEMEabcpp,atp_c + h2o_c + pheme_c --> adp_c + h_c + pheme_p + pi_c,ok,ok,PHEME2abcpp,N/A,N/A,ok,ok,ok,0,,,,,
PHEMEtonex,h_p + pheme_e --> h_c + pheme_p,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PHENONAtexi,phenona_e --> phenona_p,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PHEOR,o2_c + phe__L_c --> co2_c + h2o_c + pad_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PHER,phe__L_c <=> phe__D_c,ok,ok,ok,N/A,N/A,in loop,only when going backwards,ok,0,,,,,
PHET,fad_c + h2o_c + phe__D_c --> fadh2_c + nh4_c + phpyr_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,,,
PHETA1,akg_c + phe__L_c <=> glu__L_c + phpyr_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,,,
PHEabc,atp_c + h2o_c + phe__L_e --> adp_c + h_c + phe__L_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PHEt2rpp,h_p + phe__L_p --> h_c + phe__L_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PHEtipp,phe__L_c --> phe__L_p,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PIMEtr,pime_e --> pime_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PIabc,atp_c + h2o_c + pi_e --> adp_c + h_c + 2.0 pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PIt7ipp,3.0 na1_p + pi_p --> 3.0 na1_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PItex,pi_e <=> pi_p,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PItpp,pi_c --> pi_p,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PIuabcpp,atp_c + h2o_c + pi_p --> adp_c + h_c + 2.0 pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PLCD,h2o_c + ptd1ino160_c --> 12dgr160_c + h_c + mi1p__D_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PLIPA1E120pp,h2o_p + pe120_p --> 2agpe120_p + ddca_p + h_p,ok,ok,ok,N/A,N/A,ok,ok,pe120_p,2agpe120_p,ddca_p,2,,,
PLIPA1E160,h2o_c + pe160_c --> 2agpe160_c + h_c + hdca_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PLIPA1E161pp,h2o_p + pe161_p --> 2agpe161_p + h_p + hdcea_p,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PLIPA1E180pp,h2o_p + pe180_p --> 2agpe180_p + h_p + ocdca_p,ok,ok,ok,N/A,N/A,ok,ok,pe180_p,2agpe180_p,ocdca_p,12,,,
PLIPA1E181pp,h2o_p + pe181_p --> 2agpe181_p + h_p + ocdcea_p,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PLIPA1G120pp,h2o_p + pg120_p --> 2agpg120_p + ddca_p + h_p,ok,ok,ok,N/A,N/A,ok,ok,pg120_p,2agpg120_p,ddca_p,2,,,
PLIPA1G140pp,h2o_p + pg140_p --> 2agpg140_p + h_p + ttdca_p,ok,ok,ok,N/A,N/A,ok,ok,pg140_p,2agpg140_p,ttdca_p,16,,,
PLIPA1G141pp,h2o_p + pg141_p --> 2agpg141_p + h_p + ttdcea_p,ok,ok,ok,N/A,N/A,ok,ok,pg141_p,2agpg141_p,ttdcea_p,6,,,
PLIPA1G160pp,h2o_p + pg160_p --> 2agpg160_p + h_p + hdca_p,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PLIPA1G161pp,h2o_p + pg161_p --> 2agpg161_p + h_p + hdcea_p,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PLIPA1G180pp,h2o_p + pg180_p --> 2agpg180_p + h_p + ocdca_p,ok,ok,ok,N/A,N/A,ok,ok,pg180_p,2agpg180_p,ocdca_p,12,,,
PLIPA1G181pp,h2o_p + pg181_p --> 2agpg181_p + h_p + ocdcea_p,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PLIPA2A160pp,h2o_p + pa160_p --> 1hdecg3p_p + h_p + hdca_p,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PLIPA2A181pp,h2o_p + pa181_p --> 1odec11eg3p_p + h_p + ocdcea_p,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PLIPA2E181pp,h2o_p + pe181_p --> 1agpe181_p + h_p + ocdcea_p,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PLIPA2G181pp,h2o_p + pg181_p --> 1agpg181_p + h_p + ocdcea_p,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PMANM,man1p_c <=> man6p_c,ok,ok,ok,N/A,N/A,ok,ok,always blocked,42,,,,,
PMDPHT,5aprbu_c + h2o_c --> 4r5au_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PMPK,4ampm_c + atp_c --> 2mahmp_c + adp_c,ok,ok,ok,N/A,N/A,ok,ok,4ampm_c,2mahmp_c,5,,,,
PNCDC,h_c + ptcys_c --> co2_c + ptth_c,ok,PNCDC_1,ok,N/A,N/A,in loop,ok,ptcys_c,ptth_c,30,,,,
PNCDC_1,h_c + ptcys_c <=> co2_c + ptth_c,ok,PNCDC,ok,N/A,N/A,in loop,only when going forwards,ptcys_c,ptth_c,30,,,,
PNP,pi_c + rnam_c <=> h_c + ncam_c + r1p_c,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,,,
PNTK,atp_c + pnto__R_c --> 4ppan_c + adp_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,pnto__R_c,4ppan_c,1,,,,
POX,h2o_c + pyr_c + q8_c --> ac_c + co2_c + q8h2_c,ok,ok,ok,N/A,N/A,ok,ok,q8_c,q8h2_c,13,,,,
PPA,h2o_c + ppi_c --> h_c + 2.0 pi_c,IDPh_1,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PPA2,h2o_c + pppi_c --> h_c + pi_c + ppi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PPAKr,adp_c + ppap_c <=> atp_c + ppa_c,ok,ok,ok,N/A,N/A,in loop,only when going backwards,ok,0,,,,,
PPA_1pp,h2o_c + ppi_c --> h_p + 2.0 pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PPAt4pp,na1_p + ppa_p --> na1_c + ppa_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PPAtex,ppa_e <=> ppa_p,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,,,
PPBNGS,2.0 5aop_c --> 2.0 h2o_c + h_c + ppbng_c,ok,ok,ok,N/A,N/A,ok,ok,5aop_c,ppbng_c,1,,,,
PPCDC,4ppcys_c + h_c --> co2_c + pan4p_c,ok,ok,ok,N/A,N/A,ok,ok,4ppcys_c,pan4p_c,1,,,,
PPCK,atp_c + oaa_c --> adp_c + co2_c + pep_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PPCSCT,ppcoa_c + succ_c --> ppa_c + succoa_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,,,
PPDK,atp_c + pi_c + pyr_c --> amp_c + h_c + pep_c + ppi_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,,,
PPGPPDP,h2o_c + ppgpp_c --> gdp_c + ppi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PPGPPDPE,h2o_c + pppgpp_c --> gtp_c + 7.0 h_c + ppi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PPK,atp_c + pi_c --> adp_c + ppi_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,,,
PPK2,atp_c + ppi_c --> adp_c + pppi_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,,,
PPM,r1p_c <=> r5p_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,,,
PPM2,2dr1p_c <=> 2dr5p_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PPNCL,4ppan_c + ctp_c + cys__L_c --> 4ppcys_c + cdp_c + h_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,4ppan_c,4ppcys_c,1,,,,
PPNCL2,4ppan_c + ctp_c + cys__L_c --> 4ppcys_c + cmp_c + h_c + ppi_c,ok,ok,ok,N/A,N/A,ok,ok,4ppan_c,4ppcys_c,1,,,,
PPND,nad_c + pphn_c --> 34hpp_c + co2_c + nadh_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PPNDH,h_c + pphn_c --> co2_c + h2o_c + phpyr_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PPOHt2pp,h_p + ppoh_p --> h_c + ppoh_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PPOHtex,ppoh_e <=> ppoh_p,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,,,
PPOR,o2_c + phpyr_c --> 2hyoxplac_c + co2_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PPPGO,1.5 o2_c + pppg9_c --> 3.0 h2o_c + ppp9_c,ok,ok,ok,N/A,N/A,ok,ok,pppg9_c,ppp9_c,1,,,,
PPRGL,atp_c + gly_c + pram_c <=> adp_c + gar_c + h_c + pi_c,PRAGSr,ok,ok,N/A,N/A,in loop,ok,ok,0,,,,,
PQQH2tpp,pqqh2_c <=> pqqh2_p,ok,ok,ok,N/A,N/A,ok,only when going backwards,pqqh2_c,pqqh2_p,9,,,,
PQQtpp,pqq_c <=> pqq_p,ok,ok,ok,N/A,N/A,ok,only when going forwards,pqq_c,pqq_p,9,,,,
PRAGSr,atp_c + gly_c + pram_c <=> adp_c + gar_c + h_c + pi_c,PPRGL,ok,ok,N/A,N/A,in loop,ok,ok,0,,,,,
PRAIS,atp_c + fpram_c --> adp_c + air_c + 2.0 h_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PRAIi,pran_c --> 2cpr5p_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PRAMPC,h2o_c + prbamp_c --> prfp_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PRASCSi,5aizc_c + asp__L_c + atp_c --> 25aics_c + adp_c + h_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PRATPP,h2o_c + prbatp_c --> h_c + ppi_c + prbamp_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PRCOA1,hcholc3coa_c --> andrstndn_c + 4.0 h_c + ppcoa_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PRFGS,atp_c + fgam_c + gln__L_c + h2o_c --> adp_c + fpram_c + glu__L_c + h_c + pi_c,ok,ok,PRFGS_1,N/A,N/A,ok,ok,ok,0,,,,,
PRFGS_1,atp_c + fgam_c + gln__L_c + h2o_c --> adp_c + fpram_c + glu__L_c + 2.0 h_c + pi_c,ok,ok,PRFGS,N/A,N/A,ok,ok,ok,0,,,,,
PRMICI,prfp_c <=> prlp_c,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,,,
PROD2,fad_c + pro__L_c --> 1pyr5c_c + fadh2_c + h_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,,,
PROD3,pro__L_c + q8_c --> 1pyr5c_c + h_c + q8h2_c,ok,ok,ok,N/A,N/A,ok,ok,q8_c,q8h2_c,13,,,,
PROGLYabcpp,atp_c + h2o_c + progly_p --> adp_c + h_c + pi_c + progly_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PROGLYtex,progly_e <=> progly_p,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,,,
PROHISGLUtr,atp_c + h2o_c + prohisglu_e --> adp_c + h_c + pi_c + prohisglu_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PROR,pro__L_c <=> pro__D_c,ok,ok,ok,N/A,N/A,in loop,only when going backwards,ok,0,,,,,
PROabc,atp_c + h2o_c + pro__L_e --> adp_c + h_c + pi_c + pro__L_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PROabcpp,atp_c + h2o_c + pro__L_p --> adp_c + h_c + pi_c + pro__L_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PROt2r,h_e + pro__L_e --> h_c + pro__L_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PROt2rpp,h_p + pro__L_p --> h_c + pro__L_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PROtex,pro__L_e <=> pro__L_p,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,,,
PRPPS,atp_c + r5p_c <=> amp_c + h_c + prpp_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,,,
PSCLYSt2pp,h_p + psclys_p --> h_c + psclys_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PSCLYStex,psclys_e <=> psclys_p,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,,,
PSCVT,pep_c + skm5p_c <=> 3psme_c + pi_c,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,,,
PSD160,h_c + ps160_c --> co2_c + pe160_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PSD161,h_c + ps161_c --> co2_c + pe161_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PSD181,h_c + ps181_c --> co2_c + pe181_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PSERT,3php_c + glu__L_c --> akg_c + pser__L_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PSP_L,h2o_c + pser__L_c --> pi_c + ser__L_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PSSA160,cdpdhdecg_c + ser__L_c --> cmp_c + h_c + ps160_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PSSA161,cdpdhdec9eg_c + ser__L_c --> cmp_c + h_c + ps161_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PSSA181,cdpdodec11eg_c + ser__L_c --> cmp_c + h_c + ps181_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PSUDS,r5p_c + ura_c --> h2o_c + psd5p_c,ok,YUMPS,ok,N/A,N/A,in loop,ok,ok,0,,,,,
PTA2,pi_c + ppcoa_c --> coa_c + ppap_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,,,
PTAr,accoa_c + pi_c <=> actp_c + coa_c,ok,ok,ok,N/A,N/A,ok,actp_c,always blocked,51,,,,,
PTHRP,h2o_c + thrp_c <=> pi_c + thr__L_c,ok,ok,ok,N/A,N/A,ok,only when going forwards,thrp_c,25,,,,,
PTPATi,atp_c + h_c + pan4p_c --> dpcoa_c + ppi_c,APPAT,ok,ok,N/A,N/A,ok,ok,pan4p_c,dpcoa_c,1,,,,
PTRCAT1,accoa_c + ptrc_c --> aprut_c + coa_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PTRCORNt7pp,orn_c + ptrc_p <=> orn_p + ptrc_c,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,,,
PTRCTA,akg_c + ptrc_c --> 4abutn_c + glu__L_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PTRCTA2,ptrc_c + pyr_c --> 4abutn_c + ala__L_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PTRCabc,atp_c + h2o_c + ptrc_e --> adp_c + h_c + pi_c + ptrc_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PTRCabcpp,atp_c + h2o_c + ptrc_p --> adp_c + h_c + pi_c + ptrc_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PTSLAtexi,ptsla_e --> ptsla_p,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PUNP4_1,dgsn_c + pi_c <=> 2dr1p_c + gua_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PUNP6_1,din_c + pi_c <=> 2dr1p_c + hxan_c,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,,,
PUTA3,glu5sa_c + h2o_c + nad_c --> glu__L_c + 2.0 h_c + nadh_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PXYLt5,h_p + p_xyl_c --> h_c + p_xyl_e,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PXYLt6,h_p + p_xyl_p --> h_c + p_xyl_e,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PY5CCR,1p3h5c_c + 2.0 h_c + nadh_c --> 4hpro_LT_c + nad_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,,,
PY5CCR2,1p3h5c_c + 2.0 h_c + nadph_c --> 4hpro_LT_c + nadp_c,ok,HPROb,ok,N/A,N/A,in loop,ok,ok,0,,,,,
PY5CDHE,1p3h5c_c + 2.0 h2o_c + nadp_c --> e4hglu_c + h_c + nadph_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,,,
PYAM5PO,h2o_c + o2_c + pyam5p_c --> h2o2_c + nh4_c + pydx5p_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PYDAMK,atp_c + pydam_c --> adp_c + h_c + pyam5p_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PYDXK,atp_c + pydx_c --> adp_c + h_c + pydx5p_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PYDXNK,atp_c + pydxn_c --> adp_c + h_c + pdx5p_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PYDXNO,o2_c + pydxn_c --> h2o2_c + pydx_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PYDXO,2.0 h2o_c + nh4_c + 0.5 o2_c + pydx_c <-- 2.0 h2o2_c + pydam_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PYDXOR,h_c + nadph_c + pydx_c --> nadp_c + pydxn_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PYDXPP,h2o_c + pydx5p_c --> pi_c + pydx_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PYDXS,g3p_c + gln__L_c + ru5p__D_c <=> glu__L_c + 3.0 h2o_c + h_c + pi_c + pydx5p_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PYK,adp_c + h_c + pep_c --> atp_c + pyr_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,,,
PYOVD2tex,atp_c + h2o_c + pyovd_kt_p --> adp_c + h_c + pi_c + pyovd_kt_e,ok,ok,ok,N/A,N/A,ok,ok,pyovd_kt_p,9,,,,,
PYRDOX,dhpyr_c + o2_c --> h_c + nfmalm_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PYRZAM,h2o_c + malm_c --> male_c + nh4_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PYRt4pp,na1_p + pyr_p --> na1_c + pyr_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
PYRtex,pyr_e <=> pyr_p,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,,,
P_XYLtpp,p_xyl_p --> p_xyl_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
P_Xylt1,p_xyl_e <=> p_xyl_p,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,,,
QMO3,mql8_c + 2.0 o2_c --> 2.0 h_c + mqn8_c + 2.0 o2s_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
QSDH,pqq_c + skm_c <=> 3dhsk_c + pqqh2_c,ok,ok,ok,N/A,N/A,ok,only when going backwards,pqq_c,pqqh2_c,9,,,,
QULNS,dhap_c + iasp_c --> 2.0 h2o_c + pi_c + quln_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
R15BPK,atp_c + r15bp_c --> adp_c + prpp_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,,,
R1PK,atp_c + r1p_c --> adp_c + h_c + r15bp_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,,,
R5PP,h2o_c + r5p_c --> pi_c + rib__D_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
RAFFabc,atp_c + h2o_c + raffin_e --> adp_c + h_c + pi_c + raffin_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
RAFH,h2o_c + raffin_c --> fru_c + melib_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
RBFK,atp_c + ribflv_c --> adp_c + fmn_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
RBFSa,4r5au_c + db4p_c --> dmlz_c + 2.0 h2o_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
RBFSb,2.0 dmlz_c --> 4r5au_c + ribflv_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
RBK,atp_c + rib__D_c --> adp_c + h_c + r5p_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
RBK_Dr,atp_c + rbl__D_c --> adp_c + h_c + ru5p__D_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,,,
RBP4E,ru5p__L_c <=> xu5p__D_c,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,,,
RECOAH10,R_3hnonacoa_c <=> h2o_c + nona2coa_c,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,,,
RECOAH11,R_3hpdecacoa_c <=> h2o_c + pdca2coa_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,,,
RECOAH12,R_3hpnonacoa_c <=> h2o_c + pnona2coa_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,,,
RECOAH13,R_3hpoctacoa_c <=> h2o_c + pocta2coa_c,ok,ok,ok,N/A,N/A,ok,only when going forwards,ok,0,,,,,
RECOAH14,R_3hphpcoa_c <=> h2o_c + php2coa_c,ok,ok,ok,N/A,N/A,ok,only when going forwards,ok,0,,,,,
RECOAH15,R_3hphxacoa_c <=> h2o_c + phxa2coa_c,ok,ok,ok,N/A,N/A,ok,ok,always blocked,20,,,,,
RECOAH16,R_3hpptcoa_c <=> h2o_c + ppt2coa_c,ok,ok,ok,N/A,N/A,ok,ok,always blocked,38,,,,,
RECOAH17,R_3hpbcoa_c <=> h2o_c + pb2coa_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,,,
RECOAH19,R_3h6athcoa_c <=> 6ath2coa_c + h2o_c,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,,,
RECOAH2,R_3hhcoa_c <=> h2o_c + hx2coa_c,ok,ok,ok,N/A,N/A,ok,only when going forwards,ok,0,,,,,
RECOAH20,R_3h4atbcoa_c <=> 4atb2coa_c + h2o_c,ok,ok,ok,N/A,N/A,ok,ok,always blocked,34,,,,,
RECOAH21,R_3hcmrs7ecoa_c <=> h2o_c + tde2coa_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,,,
RECOAH22,R_3hcddec5ecoa_c <=> dde2coa_c + h2o_c,ok,ok,ok,N/A,N/A,ok,only when going forwards,ok,0,,,,,
RECOAH23,R_3htd5coa_c <=> h2o_c + tded5_2_coa_c,ok,ok,ok,N/A,N/A,ok,only when going forwards,ok,0,,,,,
RECOAH24,R_3htd58coa_c <=> h2o_c + td58_2_coa_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,,,
RECOAH25,R_3hdd6coa_c <=> dd6_2_coa_c + h2o_c,ok,ok,ok,N/A,N/A,ok,only when going forwards,ok,0,,,,,
RECOAH26,R3hdec4coa_c <=> dec4_2_coa_c + h2o_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,,,
RECOAH3,R_3hocoa_c <=> h2o_c + oc2coa_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,,,
RECOAH4,R_3hdcoa_c <=> dc2coa_c + h2o_c,ok,ok,ok,N/A,N/A,ok,only when going forwards,ok,0,,,,,
RECOAH5,R_3hddcoa_c <=> dd2coa_c + h2o_c,ok,ok,ok,N/A,N/A,ok,only when going forwards,ok,0,,,,,
RECOAH6,R_3hmrscoa_c <=> h2o_c + td2coa_c,ok,ok,ok,N/A,N/A,ok,only when going forwards,ok,0,,,,,
RECOAH7,R_3hhdcoa_c <=> h2o_c + hdd2coa_c,ok,ok,ok,N/A,N/A,ok,only when going forwards,ok,0,,,,,
RECOAH8,R_3hptcoa_c <=> h2o_c + pt2coa_c,ok,ok,ok,N/A,N/A,ok,ok,always blocked,3,,,,,
RECOAH9,R_3hhpcoa_c <=> h2o_c + hp2coa_c,ok,ok,ok,N/A,N/A,ok,ok,always blocked,14,,,,,
REPHACCOAI,rephaccoa_c <=> 2oxpaccoa_c,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,,,
RHA100tex,R_3hdcaa_p <=> R_3hdcaa_e,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,,,
RHA100tpp,R_3hdcaa_p <=> R_3hdcaa_c,ok,ok,ok,N/A,N/A,ok,only when going forwards,ok,0,,,,,
RHA101tex,R3hdec4e_p <=> R3hdec4e_e,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,,,
RHA101tpp,R3hdec4e_p <=> R3hdec4e_c,ok,ok,ok,N/A,N/A,ok,only when going forwards,ok,0,,,,,
RHA120tex,R_3hdda_p <=> R_3hdda_e,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,,,
RHA120tpp,R_3hdda_p <=> R_3hdda_c,ok,ok,ok,N/A,N/A,ok,only when going forwards,ok,0,,,,,
RHA121d6tex,R_3hdd6e_p <=> R_3hdd6e_e,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,,,
RHA121d6tpp,R_3hdd6e_p <=> R_3hdd6e_c,ok,ok,ok,N/A,N/A,ok,only when going forwards,ok,0,,,,,
RHA121tex,R_3hdd5ea_p <=> R_3hdd5ea_e,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,,,
RHA121tpp,R_3hdd5ea_p <=> R_3hdd5ea_c,ok,ok,ok,N/A,N/A,ok,only when going forwards,ok,0,,,,,
RHA140tex,R_3httdca_p <=> R_3httdca_e,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,,,
RHA140tpp,R_3httdca_p <=> R_3httdca_c,ok,ok,ok,N/A,N/A,ok,only when going forwards,ok,0,,,,,
RHA141d5tex,R_3htd5e_p <=> R_3htd5e_e,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,,,
RHA141d5tpp,R_3htd5e_p <=> R_3htd5e_c,ok,ok,ok,N/A,N/A,ok,only when going forwards,ok,0,,,,,
